return_id,order_item_id,return_date,return_reason
1605,5489,2022-06-10,Changed Mind
1606,89357,2023-03-29,Wrong Item
1607,42456,2020-07-16,Arrived Late
1608,19295,2023-12-05,Changed Mind
1609,96816,2023-04-22,Arrived Late
1610,63056,2020-05-16,Arrived Late
1611,86602,2023-05-28,Damaged
1612,60447,2021-10-28,Wrong Item
1613,2063,2021-12-23,Damaged
1614,8441,2020-06-08,Damaged
1615,94165,2022-10-12,Not as Described
1616,102411,2023-08-15,Changed Mind
1617,34615,2021-03-21,Changed Mind
1618,113960,2020-07-02,Changed Mind
1619,32924,2022-10-12,Changed Mind
1620,9926,2024-04-25,Changed Mind
1621,114845,2022-02-22,Damaged
1622,41170,2023-12-26,Wrong Item
1623,14533,2024-09-11,Arrived Late
1624,80017,2020-10-09,Arrived Late
1625,76084,2023-01-14,Changed Mind
1626,4251,2021-12-16,Arrived Late
1627,40250,2024-01-23,Wrong Item
1628,18479,2020-08-14,Wrong Item
1629,21351,2022-10-21,Wrong Item
1630,107532,2021-05-01,Wrong Item
1631,31642,2023-06-18,Arrived Late
1632,72501,2024-03-23,Wrong Item
1633,74854,2023-01-14,Wrong Item
1634,80446,2023-08-30,Arrived Late
1635,86301,2022-03-29,Damaged
1636,75939,2021-08-03,Not as Described
1637,40821,2024-05-11,Changed Mind
1638,55552,2023-06-19,Changed Mind
1639,96598,2020-04-11,Damaged
1640,38241,2021-12-12,Wrong Item
1641,54999,2021-01-29,Damaged
1642,57864,2023-10-17,Damaged
1643,105590,2024-03-18,Changed Mind
1644,877,2020-09-11,Arrived Late
1645,3183,2024-04-12,Changed Mind
1646,56475,2024-08-09,Not as Described
1647,113232,2021-05-27,Damaged
1648,12251,2022-09-06,Arrived Late
1649,2620,2022-08-04,Arrived Late
1650,13042,2020-05-09,Arrived Late
1651,96873,2020-08-13,Arrived Late
1652,551,2020-06-22,Not as Described
1653,49845,2024-06-17,Changed Mind
1654,16377,2024-11-06,Not as Described
1655,31119,2022-09-26,Not as Described
1656,66391,2020-07-04,Arrived Late
1657,30525,2023-04-11,Arrived Late
1658,24894,2020-10-14,Not as Described
1659,78163,2024-07-11,Arrived Late
1660,86171,2020-11-12,Wrong Item
1661,72092,2023-05-24,Changed Mind
1662,57470,2021-01-04,Arrived Late
1663,50821,2022-06-17,Changed Mind
1664,99644,2023-04-01,Not as Described
1665,15976,2021-11-15,Not as Described
1666,98395,2022-11-02,Not as Described
1667,94255,2024-08-03,Wrong Item
1668,96541,2024-06-11,Not as Described
1669,108646,2024-03-24,Damaged
1670,10183,2021-10-05,Not as Described
1671,73682,2021-08-23,Wrong Item
1672,25688,2021-02-05,Changed Mind
1673,48063,2023-12-05,Wrong Item
1674,21666,2021-11-09,Not as Described
1675,63726,2023-05-24,Changed Mind
1676,25196,2024-03-14,Not as Described
1677,20934,2024-01-07,Not as Described
1678,17647,2021-11-29,Damaged
1679,119430,2020-07-03,Damaged
1680,21915,2023-01-01,Wrong Item
1681,84211,2024-09-05,Not as Described
1682,53581,2023-10-19,Wrong Item
1683,115052,2024-12-07,Not as Described
1684,14039,2020-12-15,Changed Mind
1685,98405,2022-11-09,Wrong Item
1686,104288,2020-03-14,Changed Mind
1687,59009,2023-10-29,Wrong Item
1688,68443,2022-03-13,Not as Described
1689,34907,2022-07-11,Changed Mind
1690,70803,2024-09-06,Not as Described
1691,103898,2024-02-08,Arrived Late
1692,41041,2020-12-05,Arrived Late
1693,78903,2023-05-19,Not as Described
1694,46227,2020-09-07,Wrong Item
1695,76548,2020-10-17,Arrived Late
1696,57923,2023-01-06,Damaged
1697,75670,2024-10-23,Changed Mind
1698,105446,2024-06-19,Arrived Late
1699,73675,2020-05-20,Arrived Late
1700,94698,2024-10-30,Arrived Late
1701,857,2022-12-21,Arrived Late
1702,58174,2021-01-24,Not as Described
1703,18343,2023-10-17,Damaged
1704,28410,2021-03-10,Changed Mind
1705,53700,2023-01-13,Arrived Late
1706,95660,2024-04-04,Damaged
1707,72289,2020-10-29,Changed Mind
1708,64673,2020-03-18,Damaged
1709,26321,2023-01-10,Damaged
1710,35241,2021-07-02,Arrived Late
1711,88215,2021-01-29,Damaged
1712,11467,2024-06-14,Wrong Item
1713,66411,2020-07-28,Wrong Item
1714,33694,2023-04-06,Arrived Late
1715,109948,2021-03-25,Changed Mind
1716,97529,2023-09-16,Arrived Late
1717,27481,2021-06-02,Arrived Late
1718,8582,2021-10-19,Not as Described
1719,110069,2024-06-04,Not as Described
1720,20603,2020-10-27,Not as Described
1721,88492,2022-03-23,Not as Described
1722,38266,2021-01-31,Damaged
1723,56861,2021-12-21,Arrived Late
1724,107952,2022-11-12,Arrived Late
1725,119575,2021-10-09,Not as Described
1726,2894,2024-06-13,Changed Mind
1727,45502,2020-01-24,Wrong Item
1728,37360,2023-01-18,Damaged
1729,107710,2024-10-21,Arrived Late
1730,118618,2023-01-07,Not as Described
1731,60122,2024-05-29,Wrong Item
1732,74755,2020-07-22,Not as Described
1733,75170,2024-09-09,Arrived Late
1734,55900,2023-02-26,Arrived Late
1735,101262,2022-06-17,Not as Described
1736,39591,2024-11-21,Wrong Item
1737,42034,2024-10-30,Changed Mind
1738,50955,2021-07-20,Damaged
1739,24168,2022-06-27,Not as Described
1740,2041,2022-05-14,Damaged
1741,117567,2020-08-30,Changed Mind
1742,75733,2020-11-09,Not as Described
1743,80946,2024-10-29,Changed Mind
1744,77209,2024-09-26,Arrived Late
1745,24211,2020-09-08,Not as Described
1746,30862,2022-07-06,Wrong Item
1747,60135,2024-12-24,Changed Mind
1748,21197,2021-06-09,Arrived Late
1749,23194,2020-12-14,Arrived Late
1750,2038,2021-10-11,Arrived Late
1751,27085,2020-06-29,Not as Described
1752,108993,2024-04-05,Wrong Item
1753,93457,2020-01-14,Not as Described
1754,93701,2023-03-28,Wrong Item
1755,79277,2022-11-14,Changed Mind
1756,109951,2024-05-08,Arrived Late
1757,955,2020-02-24,Arrived Late
1758,13694,2024-07-08,Changed Mind
1759,51786,2020-09-08,Changed Mind
1760,63393,2020-02-02,Changed Mind
1761,34879,2021-09-29,Not as Described
1762,68393,2022-03-14,Wrong Item
1763,16127,2020-10-26,Arrived Late
1764,5179,2021-10-19,Damaged
1765,103773,2023-07-23,Arrived Late
1766,14052,2022-01-06,Changed Mind
1767,21139,2022-12-25,Changed Mind
1768,112226,2022-06-30,Damaged
1769,49799,2022-10-01,Wrong Item
1770,5182,2020-07-30,Damaged
1771,52075,2020-06-21,Wrong Item
1772,41600,2021-12-08,Changed Mind
1773,106379,2023-06-14,Damaged
1774,103602,2023-10-16,Arrived Late
1775,55540,2023-08-05,Arrived Late
1776,21070,2021-09-12,Arrived Late
1777,41977,2022-04-14,Not as Described
1778,73483,2024-10-15,Changed Mind
1779,109730,2020-09-30,Changed Mind
1780,47631,2023-01-23,Changed Mind
1781,44832,2020-05-13,Damaged
1782,55320,2022-11-21,Not as Described
1783,118606,2020-10-30,Wrong Item
1784,32026,2021-09-14,Wrong Item
1785,84039,2021-01-22,Arrived Late
1786,113862,2022-10-16,Wrong Item
1787,54210,2020-05-10,Wrong Item
1788,89413,2024-02-05,Wrong Item
1789,108553,2022-12-12,Not as Described
1790,10913,2024-01-28,Wrong Item
1791,2272,2022-03-23,Changed Mind
1792,1117,2020-11-09,Changed Mind
1793,32490,2021-06-29,Changed Mind
1794,17806,2020-05-06,Changed Mind
1795,94069,2021-12-23,Changed Mind
1796,50115,2022-04-28,Damaged
1797,51067,2021-08-16,Not as Described
1798,11804,2024-09-13,Not as Described
1799,110073,2021-10-30,Arrived Late
1800,59216,2024-03-13,Damaged
1801,42497,2022-11-09,Wrong Item
1802,15013,2020-04-16,Not as Described
1803,60074,2021-10-19,Wrong Item
1804,46421,2020-03-21,Damaged
1805,1764,2024-01-07,Wrong Item
1806,7844,2021-07-16,Changed Mind
1807,90561,2024-06-18,Arrived Late
1808,37278,2022-05-22,Changed Mind
1809,3283,2020-05-07,Wrong Item
1810,60760,2024-08-28,Damaged
1811,18816,2022-10-20,Damaged
1812,27760,2020-09-01,Wrong Item
1813,3843,2021-05-14,Damaged
1814,28096,2020-09-19,Arrived Late
1815,108843,2022-12-31,Changed Mind
1816,91133,2022-03-24,Damaged
1817,18582,2023-12-14,Damaged
1818,41997,2021-08-13,Damaged
1819,71206,2021-01-14,Changed Mind
1820,83053,2023-03-14,Damaged
1821,36394,2021-11-01,Changed Mind
1822,34792,2024-10-02,Not as Described
1823,112981,2024-04-24,Damaged
1824,25583,2020-08-11,Not as Described
1825,11590,2022-09-09,Damaged
1826,16559,2023-01-17,Not as Described
1827,5549,2022-04-11,Changed Mind
1828,39307,2020-03-03,Damaged
1829,85748,2024-06-24,Changed Mind
1830,22985,2020-07-15,Changed Mind
1831,74203,2024-12-31,Damaged
1832,66595,2023-02-16,Not as Described
1833,48085,2021-02-20,Wrong Item
1834,115291,2023-01-29,Changed Mind
1835,20902,2023-10-07,Changed Mind
1836,100884,2023-07-25,Not as Described
1837,76872,2021-08-03,Changed Mind
1838,4493,2022-09-16,Wrong Item
1839,73983,2022-11-06,Arrived Late
1840,54946,2021-02-13,Not as Described
1841,33138,2025-01-02,Damaged
1842,20295,2020-07-29,Not as Described
1843,46377,2021-02-01,Damaged
1844,111016,2024-08-01,Changed Mind
1845,11501,2023-10-31,Arrived Late
1846,29610,2023-11-26,Damaged
1847,84457,2021-04-20,Changed Mind
1848,13947,2023-09-04,Changed Mind
1849,92449,2024-12-10,Arrived Late
1850,68340,2022-05-19,Not as Described
1851,99001,2020-12-07,Wrong Item
1852,110137,2024-11-30,Changed Mind
1853,50861,2023-03-06,Arrived Late
1854,108641,2021-03-07,Damaged
1855,52012,2020-02-05,Wrong Item
1856,44774,2023-05-11,Arrived Late
1857,58591,2022-03-03,Arrived Late
1858,11563,2022-04-25,Wrong Item
1859,27335,2020-04-09,Wrong Item
1860,18366,2024-03-13,Wrong Item
1861,39407,2023-05-27,Wrong Item
1862,6562,2022-02-28,Not as Described
1863,61765,2023-04-05,Damaged
1864,58121,2024-07-01,Changed Mind
1865,77563,2024-09-27,Arrived Late
1866,29636,2023-11-30,Wrong Item
1867,27344,2020-09-01,Damaged
1868,11052,2023-04-09,Changed Mind
1869,66144,2022-02-12,Changed Mind
1870,116744,2021-09-10,Arrived Late
1871,107521,2021-10-17,Not as Described
1872,98231,2023-05-22,Changed Mind
1873,42512,2023-12-18,Changed Mind
1874,59914,2024-11-28,Arrived Late
1875,31414,2022-09-08,Arrived Late
1876,44926,2024-01-12,Changed Mind
1877,42527,2023-02-24,Arrived Late
1878,58687,2021-02-15,Wrong Item
1879,63291,2024-01-28,Changed Mind
1880,65516,2020-05-02,Damaged
1881,39938,2022-06-06,Damaged
1882,84187,2022-10-31,Not as Described
1883,6538,2021-10-06,Damaged
1884,42489,2022-06-12,Arrived Late
1885,67319,2020-09-10,Damaged
1886,115147,2024-04-29,Not as Described
1887,33708,2023-11-24,Arrived Late
1888,2321,2024-02-03,Damaged
1889,2111,2021-01-17,Changed Mind
1890,88363,2024-08-18,Arrived Late
1891,69711,2021-10-02,Changed Mind
1892,35385,2022-12-17,Changed Mind
1893,43529,2021-04-20,Damaged
1894,38113,2024-08-25,Arrived Late
1895,70708,2024-10-26,Changed Mind
1896,117770,2022-06-10,Not as Described
1897,90460,2020-08-17,Wrong Item
1898,29829,2022-03-30,Wrong Item
1899,1600,2021-01-25,Wrong Item
1900,36904,2024-02-17,Not as Described
1901,26125,2023-04-18,Changed Mind
1902,88,2020-01-08,Not as Described
1903,6484,2023-03-09,Changed Mind
1904,61030,2024-11-29,Wrong Item
1905,104210,2020-10-28,Arrived Late
1906,49587,2023-09-27,Arrived Late
1907,64572,2023-06-30,Arrived Late
1908,3924,2020-10-22,Arrived Late
1909,116540,2020-09-28,Wrong Item
1910,104756,2022-01-28,Wrong Item
1911,73786,2022-12-09,Changed Mind
1912,100616,2021-09-16,Wrong Item
1913,5062,2022-10-14,Not as Described
1914,95703,2023-03-03,Not as Described
1915,71731,2020-09-14,Damaged
1916,83451,2022-05-05,Wrong Item
1917,114087,2021-01-10,Changed Mind
1918,14347,2024-04-16,Changed Mind
1919,30878,2024-05-20,Not as Described
1920,72539,2020-02-01,Not as Described
1921,79093,2021-04-07,Damaged
1922,108517,2024-06-23,Not as Described
1923,42443,2024-04-18,Not as Described
1924,112385,2024-05-17,Not as Described
1925,116488,2020-05-07,Changed Mind
1926,77289,2020-07-17,Wrong Item
1927,45919,2024-09-29,Arrived Late
1928,34376,2022-03-13,Damaged
1929,25965,2022-08-29,Damaged
1930,99814,2021-05-14,Damaged
1931,32352,2022-04-14,Wrong Item
1932,88029,2021-07-02,Damaged
1933,115127,2020-09-23,Changed Mind
1934,97345,2024-09-09,Arrived Late
1935,47900,2020-02-08,Changed Mind
1936,11705,2023-04-10,Changed Mind
1937,60254,2022-11-13,Wrong Item
1938,84520,2022-10-27,Not as Described
1939,93992,2022-05-03,Arrived Late
1940,27091,2022-04-04,Wrong Item
1941,53758,2020-06-06,Changed Mind
1942,117037,2023-07-29,Not as Described
1943,78482,2022-02-21,Not as Described
1944,19112,2021-06-27,Not as Described
1945,67040,2023-06-29,Wrong Item
1946,21437,2022-11-01,Not as Described
1947,21256,2022-07-28,Changed Mind
1948,36571,2020-05-07,Wrong Item
1949,20493,2023-09-11,Damaged
1950,33986,2020-10-30,Changed Mind
1951,64957,2023-06-25,Not as Described
1952,59014,2023-06-06,Wrong Item
1953,55963,2023-12-26,Damaged
1954,63068,2020-07-23,Arrived Late
1955,24028,2022-03-05,Not as Described
1956,85649,2020-12-04,Damaged
1957,102588,2023-06-21,Changed Mind
1958,40185,2024-03-09,Not as Described
1959,41072,2020-12-19,Changed Mind
1960,102362,2022-12-15,Damaged
1961,60700,2023-11-25,Damaged
1962,21616,2021-04-20,Changed Mind
1963,102218,2024-05-27,Damaged
1964,2340,2020-07-30,Damaged
1965,100583,2022-08-14,Arrived Late
1966,67963,2021-06-23,Not as Described
1967,20866,2023-01-09,Changed Mind
1968,6433,2021-11-15,Changed Mind
1969,113331,2021-10-28,Not as Described
1970,73548,2024-02-06,Damaged
1971,41481,2022-06-26,Arrived Late
1972,81736,2023-08-21,Not as Described
1973,53041,2024-11-29,Arrived Late
1974,4314,2024-02-10,Changed Mind
1975,3290,2024-01-17,Not as Described
1976,34801,2024-12-10,Arrived Late
1977,90719,2024-03-23,Arrived Late
1978,105341,2021-09-04,Not as Described
1979,100091,2021-02-09,Wrong Item
1980,115194,2022-02-02,Changed Mind
1981,96627,2022-05-03,Arrived Late
1982,108198,2023-03-06,Arrived Late
1983,3114,2020-09-08,Damaged
1984,77771,2024-02-09,Not as Described
1985,2286,2021-01-06,Damaged
1986,62133,2021-04-14,Arrived Late
1987,33119,2021-04-27,Wrong Item
1988,106988,2021-05-01,Wrong Item
1989,94142,2020-12-31,Arrived Late
1990,14702,2023-12-02,Damaged
1991,107829,2023-04-28,Not as Described
1992,96462,2022-11-17,Arrived Late
1993,14330,2024-07-09,Arrived Late
1994,22896,2020-03-16,Not as Described
1995,79598,2024-03-18,Arrived Late
1996,57085,2024-12-16,Not as Described
1997,46592,2024-02-08,Changed Mind
1998,19261,2021-11-11,Changed Mind
1999,104720,2020-05-25,Arrived Late
2000,96063,2021-02-14,Damaged
2001,107846,2022-12-17,Changed Mind
2002,111468,2023-07-23,Damaged
2003,37860,2021-12-18,Wrong Item
2004,1156,2023-06-16,Changed Mind
2005,94229,2020-09-24,Not as Described
2006,19935,2024-03-12,Damaged
2007,33944,2022-05-09,Damaged
2008,100556,2024-01-14,Changed Mind
2009,80568,2023-02-10,Wrong Item
2010,47517,2024-03-19,Changed Mind
2011,34223,2022-10-23,Damaged
2012,106226,2024-03-02,Not as Described
2013,52790,2020-01-31,Arrived Late
2014,67710,2020-06-27,Wrong Item
2015,84602,2020-03-04,Arrived Late
2016,39509,2021-04-13,Damaged
2017,66647,2020-10-27,Wrong Item
2018,97825,2020-04-16,Wrong Item
2019,4569,2020-04-21,Damaged
2020,64848,2024-06-12,Damaged
2021,58733,2020-05-04,Not as Described
2022,37654,2020-01-25,Not as Described
2023,91916,2021-10-18,Arrived Late
2024,63978,2020-10-26,Not as Described
2025,37645,2021-09-09,Arrived Late
2026,65611,2024-10-31,Damaged
2027,82686,2020-03-24,Changed Mind
2028,20334,2020-02-03,Not as Described
2029,25716,2022-01-29,Changed Mind
2030,23539,2022-12-28,Arrived Late
2031,68023,2020-07-10,Changed Mind
2032,107962,2022-07-18,Changed Mind
2033,90520,2021-11-20,Changed Mind
2034,7495,2021-03-17,Not as Described
2035,85851,2020-03-15,Wrong Item
2036,65864,2020-12-05,Changed Mind
2037,30954,2024-03-08,Not as Described
2038,49837,2021-08-06,Arrived Late
2039,105013,2024-02-17,Wrong Item
2040,68656,2022-01-07,Not as Described
2041,16585,2025-01-21,Not as Described
2042,7428,2022-01-03,Damaged
2043,25868,2023-10-15,Changed Mind
2044,58769,2020-10-29,Arrived Late
2045,35391,2022-01-07,Damaged
2046,33779,2022-02-21,Arrived Late
2047,45913,2021-08-01,Changed Mind
2048,44721,2024-10-07,Wrong Item
2049,52606,2023-09-23,Damaged
2050,63967,2024-12-11,Changed Mind
2051,20508,2023-04-10,Arrived Late
2052,73942,2024-09-05,Not as Described
2053,59898,2023-04-20,Wrong Item
2054,67219,2022-10-02,Changed Mind
2055,94617,2024-11-24,Damaged
2056,2990,2021-02-18,Not as Described
2057,44241,2021-01-01,Not as Described
2058,86559,2022-06-27,Wrong Item
2059,12081,2023-09-14,Damaged
2060,94459,2021-07-27,Not as Described
2061,103880,2023-07-21,Changed Mind
2062,68663,2023-08-31,Wrong Item
2063,105054,2021-04-16,Changed Mind
2064,27827,2022-05-16,Arrived Late
2065,45689,2020-05-14,Wrong Item
2066,86606,2020-03-29,Changed Mind
2067,78852,2021-07-08,Not as Described
2068,54431,2024-02-28,Wrong Item
2069,109933,2021-09-16,Damaged
2070,48491,2023-02-02,Arrived Late
2071,47372,2020-03-25,Wrong Item
2072,39673,2020-03-27,Arrived Late
2073,51559,2025-01-09,Arrived Late
2074,39158,2020-07-09,Changed Mind
2075,63931,2022-03-24,Changed Mind
2076,16802,2023-04-02,Arrived Late
2077,117495,2023-06-27,Damaged
2078,24949,2023-01-31,Changed Mind
2079,69653,2020-03-25,Arrived Late
2080,42567,2023-04-01,Changed Mind
2081,88693,2022-01-13,Arrived Late
2082,63964,2022-06-16,Wrong Item
2083,69317,2020-07-07,Arrived Late
2084,54175,2023-03-14,Wrong Item
2085,49479,2022-12-06,Changed Mind
2086,78982,2023-03-06,Not as Described
2087,13898,2024-03-29,Wrong Item
2088,53111,2023-01-05,Wrong Item
2089,108647,2024-03-04,Not as Described
2090,68092,2022-06-22,Not as Described
2091,29759,2020-02-27,Wrong Item
2092,2376,2021-12-11,Arrived Late
2093,85563,2022-04-02,Damaged
2094,53520,2020-05-07,Arrived Late
2095,116718,2023-05-16,Not as Described
2096,68593,2023-02-25,Wrong Item
2097,89166,2020-06-23,Not as Described
2098,86860,2022-01-30,Wrong Item
2099,18665,2020-06-30,Wrong Item
2100,73223,2021-12-23,Wrong Item
2101,112174,2023-08-15,Wrong Item
2102,29651,2024-09-07,Arrived Late
2103,119145,2024-11-07,Changed Mind
2104,35052,2021-07-18,Wrong Item
2105,34022,2023-10-14,Arrived Late
2106,21757,2024-09-04,Changed Mind
2107,6204,2021-06-25,Changed Mind
2108,84227,2021-09-09,Arrived Late
2109,89466,2024-03-07,Wrong Item
2110,110588,2024-06-17,Changed Mind
2111,72677,2021-10-14,Arrived Late
2112,647,2024-04-22,Arrived Late
2113,103117,2024-02-28,Not as Described
2114,20307,2023-01-11,Wrong Item
2115,79995,2022-01-09,Not as Described
2116,14681,2020-06-04,Arrived Late
2117,46342,2024-06-19,Not as Described
2118,17527,2020-06-01,Not as Described
2119,21462,2020-10-04,Damaged
2120,104365,2024-07-16,Wrong Item
2121,9980,2023-04-28,Wrong Item
2122,113324,2020-08-11,Changed Mind
2123,4233,2024-03-04,Changed Mind
2124,52515,2022-08-11,Not as Described
2125,4578,2020-11-07,Damaged
2126,76309,2023-09-25,Changed Mind
2127,32585,2021-12-23,Changed Mind
2128,16862,2023-01-17,Wrong Item
2129,97527,2020-03-22,Not as Described
2130,100705,2021-03-19,Changed Mind
2131,106352,2021-11-13,Changed Mind
2132,105871,2020-06-10,Wrong Item
2133,3696,2020-04-23,Changed Mind
2134,92446,2023-07-11,Arrived Late
2135,63858,2023-05-16,Wrong Item
2136,23177,2020-06-30,Arrived Late
2137,81801,2020-02-24,Not as Described
2138,99449,2023-07-04,Not as Described
2139,56704,2022-03-22,Changed Mind
2140,71079,2024-02-26,Arrived Late
2141,39581,2020-01-22,Not as Described
2142,86192,2022-03-10,Not as Described
2143,60765,2021-10-25,Not as Described
2144,76650,2022-05-14,Changed Mind
2145,100010,2023-03-01,Not as Described
2146,38717,2023-12-23,Changed Mind
2147,109232,2021-03-04,Wrong Item
2148,59617,2020-08-26,Not as Described
2149,45402,2024-08-29,Not as Described
2150,117629,2020-11-23,Arrived Late
2151,29901,2023-09-01,Wrong Item
2152,58994,2020-07-07,Changed Mind
2153,49879,2021-05-02,Changed Mind
2154,8530,2024-12-13,Not as Described
2155,65541,2021-05-22,Arrived Late
2156,95700,2023-02-17,Wrong Item
2157,1642,2021-12-07,Changed Mind
2158,29777,2022-12-17,Changed Mind
2159,93063,2022-11-26,Not as Described
2160,66351,2023-04-09,Not as Described
2161,45777,2021-06-10,Not as Described
2162,87985,2022-01-29,Changed Mind
2163,12493,2022-01-21,Changed Mind
2164,31243,2021-11-06,Changed Mind
2165,108317,2022-04-26,Wrong Item
2166,20591,2024-02-26,Not as Described
2167,53777,2020-07-17,Wrong Item
2168,61553,2023-01-30,Changed Mind
2169,23122,2024-10-03,Not as Described
2170,93862,2024-05-10,Changed Mind
2171,58692,2023-10-17,Damaged
2172,70415,2020-11-06,Arrived Late
2173,97774,2023-03-14,Changed Mind
2174,111494,2021-09-26,Damaged
2175,18530,2021-03-29,Wrong Item
2176,66908,2022-06-01,Not as Described
2177,75445,2020-12-05,Wrong Item
2178,76925,2023-03-13,Wrong Item
2179,118409,2023-01-20,Damaged
2180,6517,2023-06-26,Wrong Item
2181,57509,2020-12-31,Wrong Item
2182,64751,2021-12-03,Not as Described
2183,84095,2021-01-13,Arrived Late
2184,40720,2023-04-03,Changed Mind
2185,4468,2021-08-03,Arrived Late
2186,62066,2023-05-26,Wrong Item
2187,41318,2020-12-29,Changed Mind
2188,119321,2020-04-06,Changed Mind
2189,19967,2020-04-05,Changed Mind
2190,37609,2024-05-26,Wrong Item
2191,99532,2024-02-29,Changed Mind
2192,6233,2022-11-08,Arrived Late
2193,117627,2020-11-29,Wrong Item
2194,114494,2020-05-02,Not as Described
2195,81134,2020-04-02,Not as Described
2196,32042,2023-11-19,Not as Described
2197,1,2021-01-18,Changed Mind
2198,25803,2021-03-28,Arrived Late
2199,19806,2020-05-26,Changed Mind
2200,6076,2020-07-07,Not as Described
2201,77321,2024-03-23,Wrong Item
2202,80820,2023-12-02,Arrived Late
2203,68177,2020-12-28,Damaged
2204,61009,2020-08-01,Damaged
2205,20134,2022-04-22,Wrong Item
2206,105078,2022-05-18,Not as Described
2207,61618,2022-12-22,Arrived Late
2208,16599,2021-11-05,Arrived Late
2209,38557,2021-08-05,Damaged
2210,106585,2020-08-04,Wrong Item
2211,114154,2023-06-25,Damaged
2212,40757,2023-03-01,Arrived Late
2213,59107,2022-09-12,Damaged
2214,22175,2021-02-09,Not as Described
2215,94869,2020-07-21,Wrong Item
2216,41326,2020-09-28,Wrong Item
2217,81018,2023-03-28,Damaged
2218,31623,2020-12-12,Not as Described
2219,60882,2021-02-18,Arrived Late
2220,9321,2023-03-10,Wrong Item
2221,29548,2024-05-09,Wrong Item
2222,115898,2024-02-25,Arrived Late
2223,617,2020-05-25,Arrived Late
2224,82253,2023-08-26,Not as Described
2225,46496,2021-03-12,Arrived Late
2226,62499,2023-07-17,Damaged
2227,49177,2024-04-23,Damaged
2228,44577,2020-03-18,Not as Described
2229,99336,2023-03-11,Damaged
2230,51271,2021-05-23,Arrived Late
2231,28992,2024-12-09,Arrived Late
2232,112253,2021-12-05,Wrong Item
2233,17502,2023-05-12,Changed Mind
2234,36373,2022-03-22,Damaged
2235,21108,2024-05-04,Not as Described
2236,9139,2024-09-05,Changed Mind
2237,17955,2020-03-30,Damaged
2238,110595,2021-12-23,Wrong Item
2239,24096,2023-01-03,Changed Mind
2240,31126,2023-11-02,Damaged
2241,109754,2024-08-03,Arrived Late
2242,41830,2021-01-19,Damaged
2243,95145,2020-08-27,Not as Described
2244,80826,2024-04-15,Damaged
2245,7521,2021-08-02,Damaged
2246,52598,2023-11-22,Arrived Late
2247,54838,2021-08-15,Arrived Late
2248,51308,2024-11-08,Damaged
2249,61281,2020-09-21,Arrived Late
2250,38048,2021-08-29,Not as Described
2251,35079,2021-10-15,Damaged
2252,110347,2021-11-23,Changed Mind
2253,47910,2020-06-15,Changed Mind
2254,25094,2021-06-03,Wrong Item
2255,14652,2021-06-19,Damaged
2256,36866,2023-09-12,Changed Mind
2257,15055,2021-11-02,Damaged
2258,93773,2020-10-21,Damaged
2259,22566,2022-01-08,Wrong Item
2260,110820,2024-11-27,Damaged
2261,114993,2023-05-31,Changed Mind
2262,87605,2020-05-22,Not as Described
2263,68362,2020-08-18,Wrong Item
2264,90262,2023-01-26,Wrong Item
2265,103127,2021-07-10,Wrong Item
2266,83270,2021-08-11,Changed Mind
2267,76732,2020-03-02,Not as Described
2268,16671,2022-11-22,Wrong Item
2269,48279,2022-09-27,Changed Mind
2270,104172,2020-10-25,Changed Mind
2271,19920,2022-01-31,Changed Mind
2272,94944,2022-05-04,Arrived Late
2273,67550,2024-03-20,Changed Mind
2274,43296,2020-03-25,Not as Described
2275,35909,2020-11-17,Damaged
2276,471,2021-06-28,Wrong Item
2277,60299,2021-09-19,Damaged
2278,75100,2022-03-14,Arrived Late
2279,84210,2024-08-26,Wrong Item
2280,79337,2022-03-29,Changed Mind
2281,21563,2023-04-12,Damaged
2282,15991,2020-02-23,Damaged
2283,91215,2022-12-31,Changed Mind
2284,55973,2023-05-22,Arrived Late
2285,88689,2024-07-29,Not as Described
2286,41289,2023-05-11,Wrong Item
2287,104346,2020-04-05,Arrived Late
2288,10830,2023-06-10,Not as Described
2289,24883,2024-07-10,Changed Mind
2290,56302,2022-01-27,Arrived Late
2291,52295,2024-07-28,Damaged
2292,66888,2020-10-26,Arrived Late
2293,25872,2020-03-25,Arrived Late
2294,88460,2024-01-18,Changed Mind
2295,78677,2020-07-16,Not as Described
2296,77504,2021-12-22,Not as Described
2297,82368,2021-02-16,Damaged
2298,57808,2024-06-10,Changed Mind
2299,117124,2021-05-17,Changed Mind
2300,60170,2021-10-02,Not as Described
2301,75688,2022-08-01,Not as Described
2302,20484,2020-05-05,Changed Mind
2303,95054,2021-08-03,Wrong Item
2304,14115,2021-11-04,Arrived Late
2305,5542,2021-06-04,Wrong Item
2306,6392,2023-08-10,Not as Described
2307,119312,2024-10-12,Not as Described
2308,109458,2023-06-02,Arrived Late
2309,15144,2021-03-31,Wrong Item
2310,109394,2020-08-30,Not as Described
2311,24484,2020-08-08,Arrived Late
2312,15952,2024-10-05,Wrong Item
2313,31720,2021-03-04,Damaged
2314,33418,2020-10-23,Arrived Late
2315,37975,2024-12-08,Wrong Item
2316,63049,2020-10-11,Not as Described
2317,81874,2021-11-29,Arrived Late
2318,116753,2021-12-19,Not as Described
2319,30060,2024-12-09,Damaged
2320,47552,2023-04-27,Damaged
2321,115077,2023-06-01,Damaged
2322,34893,2020-02-12,Arrived Late
2323,86029,2020-05-06,Not as Described
