order_id,customer_id,order_date,order_status,payment_method,shipping_cost
11477,4069,2020-06-09 08:33:07,Completed,Credit Card,11.69
11478,724,2020-09-16 07:20:15,Completed,Credit Card,5.8
11479,1546,2021-11-11 05:50:13,Completed,Apple Pay,20.37
11480,2862,2021-04-06 12:26:00,Completed,Credit Card,15.64
11481,3852,2021-07-11 19:29:20,Completed,Debit Card,6.64
11482,2773,2020-09-26 05:36:48,Completed,PayPal,8.01
11483,4451,2023-09-10 01:10:20,Completed,Apple Pay,6.19
11484,903,2022-04-25 08:24:45,Completed,Debit Card,13.55
11485,463,2023-03-12 06:34:57,Completed,Credit Card,1.61
11486,2490,2021-03-28 21:51:04,Completed,Credit Card,2.81
11487,4276,2024-04-03 03:27:38,Completed,Google Pay,20.15
11488,2104,2020-12-22 06:57:52,Returned,Google Pay,3.7
11489,3166,2022-10-07 11:46:57,Completed,Google Pay,8.4
11490,3899,2021-09-29 19:27:01,Completed,Debit Card,9.85
11491,3195,2023-08-07 08:41:22,Completed,PayPal,13.72
11492,2283,2021-11-23 22:12:56,Completed,Credit Card,5.45
11493,3691,2022-03-30 18:53:43,Completed,Credit Card,24.78
11494,6,2020-10-15 11:09:33,Completed,Google Pay,13.67
11495,960,2020-11-30 01:31:53,Completed,Credit Card,22.43
11496,2032,2024-09-21 00:58:33,Completed,Debit Card,4.53
11497,2224,2021-12-31 17:59:21,Completed,Debit Card,9.61
11498,2176,2024-11-01 10:44:36,Completed,PayPal,2.01
11499,4210,2024-04-05 20:11:37,Completed,Credit Card,16.04
11500,3991,2024-04-04 06:20:25,Completed,PayPal,21.47
11501,533,2023-10-30 12:20:12,Cancelled,Google Pay,2.82
11502,2335,2022-01-10 19:12:05,Completed,Apple Pay,14.48
11503,335,2021-10-25 08:55:09,Completed,PayPal,9.18
11504,2102,2024-07-16 13:52:16,Completed,Google Pay,5.12
11505,2324,2022-04-27 13:04:11,Completed,Credit Card,13.11
11506,4984,2020-08-03 20:09:18,Completed,Credit Card,23.9
11507,3412,2024-12-27 08:53:54,Completed,PayPal,10.02
11508,4432,2020-10-17 03:23:55,Completed,Google Pay,13.39
11509,1770,2021-08-07 17:43:11,Completed,Debit Card,2.14
11510,3856,2021-06-07 08:09:38,Completed,Apple Pay,19.98
11511,2360,2020-02-23 11:09:38,Completed,Debit Card,17.69
11512,3662,2022-12-14 01:04:20,Completed,Credit Card,8.42
11513,4708,2024-10-27 05:48:33,Completed,Credit Card,16.39
11514,3528,2022-05-13 23:49:48,Completed,Credit Card,12.9
11515,494,2023-03-12 16:02:06,Completed,Apple Pay,2.76
11516,4713,2020-11-20 20:21:39,Completed,Apple Pay,15.6
11517,3028,2020-10-31 07:45:09,Returned,Credit Card,20.11
11518,2671,2021-05-18 23:46:45,Completed,Credit Card,13.51
11519,2689,2021-10-30 09:59:26,Completed,Apple Pay,7.23
11520,2225,2023-01-04 10:12:33,Completed,PayPal,17.82
11521,1604,2021-08-07 17:59:44,Completed,Credit Card,13.13
11522,3561,2023-04-11 19:47:06,Cancelled,PayPal,6.4
11523,4627,2022-02-02 13:36:01,Completed,PayPal,22.97
11524,4179,2020-11-25 07:34:35,Completed,Debit Card,19.22
11525,3362,2024-05-25 21:59:34,Completed,Google Pay,12.85
11526,1018,2020-01-23 10:46:15,Completed,Apple Pay,15.69
11527,4571,2023-03-13 20:35:21,Completed,Debit Card,4.4
11528,663,2023-12-13 16:31:41,Completed,Credit Card,15.7
11529,1786,2020-03-12 01:55:56,Completed,Apple Pay,15.69
11530,4303,2021-01-09 21:40:08,Completed,Apple Pay,18.46
11531,1054,2022-02-14 10:03:28,Completed,Debit Card,8.18
11532,4351,2024-08-17 23:50:06,Completed,Credit Card,2.12
11533,953,2021-05-28 22:12:36,Returned,Apple Pay,11.58
11534,807,2023-01-31 13:39:08,Completed,Credit Card,13.64
11535,3686,2024-04-11 08:20:23,Returned,PayPal,7.78
11536,2157,2023-04-23 16:22:11,Completed,Apple Pay,10.87
11537,160,2020-07-08 19:49:41,Completed,PayPal,21.75
11538,1139,2022-12-08 12:49:31,Completed,Google Pay,11.09
11539,3370,2022-09-07 10:21:36,Completed,Apple Pay,2.31
11540,2774,2022-03-08 07:11:53,Completed,PayPal,21.86
11541,4466,2022-07-25 04:41:08,Completed,Apple Pay,14.2
11542,2891,2020-09-29 13:05:14,Completed,Google Pay,9.77
11543,2083,2024-11-17 06:20:14,Completed,Google Pay,0.45
11544,547,2022-04-02 04:30:33,Completed,Credit Card,17.32
11545,4813,2020-03-07 16:48:41,Cancelled,PayPal,7.59
11546,2464,2022-08-25 01:19:11,Completed,Google Pay,10.57
11547,3065,2021-03-25 11:38:47,Completed,Credit Card,10.53
11548,2017,2024-09-09 22:28:25,Completed,Google Pay,11.42
11549,1779,2024-12-13 10:02:13,Completed,Credit Card,11.44
11550,3308,2023-04-27 20:25:21,Completed,Apple Pay,12.15
11551,1244,2022-03-08 17:25:50,Completed,PayPal,4.54
11552,1972,2020-11-18 10:56:31,Completed,PayPal,12.02
11553,4864,2024-03-14 06:41:01,Completed,Credit Card,10.11
11554,2844,2024-09-27 19:55:30,Completed,Credit Card,2.56
11555,1073,2022-05-12 00:29:16,Completed,PayPal,18.93
11556,3874,2023-09-21 18:27:28,Completed,Google Pay,5.84
11557,1833,2022-10-13 21:00:04,Completed,Credit Card,16.89
11558,3454,2024-05-08 09:51:22,Completed,Credit Card,21.86
11559,4660,2021-03-08 00:34:36,Completed,Debit Card,11.49
11560,3428,2023-07-13 18:08:45,Completed,Debit Card,5.16
11561,4975,2021-12-12 06:30:41,Completed,PayPal,4.51
11562,3437,2020-01-04 19:11:14,Cancelled,Credit Card,11.53
11563,3666,2021-06-22 17:40:25,Completed,Apple Pay,8.58
11564,4137,2020-07-28 04:54:47,Returned,Debit Card,3.18
11565,3561,2020-11-02 07:16:45,Returned,Debit Card,8.39
11566,2130,2021-02-28 05:40:53,Completed,Apple Pay,23.01
11567,45,2020-09-12 11:42:51,Completed,Google Pay,3.2
11568,1657,2021-02-16 00:40:31,Completed,Credit Card,1.29
11569,2657,2021-11-23 01:57:40,Completed,Credit Card,6.89
11570,3270,2024-01-03 11:44:45,Completed,PayPal,0.43
11571,3713,2020-10-18 17:03:07,Completed,Google Pay,23.1
11572,3050,2021-11-14 18:24:06,Returned,Debit Card,2.83
11573,636,2022-11-22 17:19:11,Completed,Apple Pay,7.38
11574,4155,2021-11-14 06:30:19,Completed,PayPal,21.25
11575,1456,2024-09-22 00:38:46,Completed,Apple Pay,8.49
11576,873,2024-04-30 13:55:55,Completed,PayPal,13.57
11577,1940,2022-01-08 16:07:03,Completed,Apple Pay,7.19
11578,1235,2020-12-10 02:40:27,Completed,PayPal,3.75
11579,4809,2023-07-13 05:29:29,Cancelled,PayPal,9.1
11580,4268,2023-12-21 08:20:01,Completed,Credit Card,9.46
11581,1591,2021-10-12 02:00:14,Completed,Credit Card,5.19
11582,1087,2021-05-15 03:45:16,Completed,Credit Card,10.85
11583,4523,2024-05-14 09:05:42,Completed,Credit Card,11.66
11584,784,2024-05-09 09:46:16,Completed,Debit Card,21.73
11585,686,2022-11-04 23:16:29,Completed,PayPal,12.23
11586,718,2021-02-19 20:09:14,Completed,PayPal,2.51
11587,851,2024-08-19 10:28:21,Completed,Google Pay,4.76
11588,1598,2022-06-21 03:15:59,Completed,Credit Card,21.37
11589,639,2023-12-28 15:13:44,Returned,Google Pay,17.83
11590,4857,2022-08-02 20:18:25,Completed,PayPal,24.84
11591,2801,2023-02-10 04:56:01,Completed,Apple Pay,22.39
11592,3181,2024-12-12 22:49:15,Completed,Apple Pay,3.76
11593,1652,2023-06-30 20:36:25,Completed,Apple Pay,20.83
11594,840,2024-02-17 10:07:03,Completed,Credit Card,18.74
11595,354,2021-12-09 20:26:45,Completed,PayPal,24.38
11596,3929,2022-04-13 20:37:04,Completed,Credit Card,15.8
11597,3641,2022-11-24 18:47:33,Completed,Apple Pay,8.61
11598,1415,2021-10-08 19:48:18,Returned,Credit Card,1.18
11599,1069,2021-07-28 12:18:14,Completed,PayPal,24.45
11600,1058,2021-12-18 14:29:29,Completed,Apple Pay,2.29
11601,3155,2022-08-24 14:19:03,Completed,Debit Card,24.7
11602,1578,2023-01-09 19:02:48,Completed,Credit Card,20.28
11603,3700,2021-05-11 15:20:36,Returned,Credit Card,1.65
11604,2595,2021-02-18 17:23:14,Completed,Google Pay,4.04
11605,72,2024-12-02 01:26:01,Completed,Debit Card,18.14
11606,3455,2024-01-03 20:12:49,Returned,Apple Pay,15.76
11607,1030,2020-05-27 11:24:22,Completed,Credit Card,18.19
11608,766,2024-03-29 07:01:58,Completed,Debit Card,1.88
11609,638,2020-05-04 15:41:07,Completed,Google Pay,21.71
11610,253,2022-03-26 06:42:29,Completed,Apple Pay,0.9
11611,2717,2021-07-31 16:39:37,Completed,Credit Card,7.78
11612,2789,2023-04-17 13:37:18,Completed,Apple Pay,13.37
11613,3281,2022-12-12 05:22:30,Completed,Credit Card,0.52
11614,4492,2023-01-18 06:04:05,Completed,Debit Card,11.8
11615,1488,2021-02-24 20:22:22,Completed,Apple Pay,19.31
11616,4337,2021-12-15 21:13:17,Completed,Google Pay,22.65
11617,4919,2020-01-26 08:29:08,Completed,Debit Card,8.51
11618,1757,2021-07-17 12:59:10,Completed,PayPal,6.7
11619,4455,2024-08-18 08:54:02,Completed,Credit Card,12.29
11620,3353,2023-09-15 17:03:22,Completed,PayPal,11.57
11621,3268,2022-09-03 23:36:17,Completed,PayPal,5.33
11622,2888,2021-05-25 03:16:59,Completed,Google Pay,14.17
11623,2100,2023-08-09 09:42:16,Cancelled,Debit Card,19.06
11624,1362,2022-07-06 22:03:42,Completed,PayPal,17.09
11625,2124,2023-11-10 05:10:20,Cancelled,PayPal,14.55
11626,540,2020-08-24 19:20:16,Completed,Apple Pay,0.85
11627,4173,2022-04-04 11:01:28,Completed,Apple Pay,13.6
11628,988,2024-09-29 16:43:21,Completed,Debit Card,3.62
11629,1749,2022-04-08 04:45:47,Completed,PayPal,15.86
11630,2373,2022-05-15 01:39:26,Completed,Apple Pay,19.73
11631,2475,2024-07-22 21:12:10,Completed,PayPal,13.13
11632,3237,2022-08-22 08:18:19,Completed,PayPal,24.27
11633,659,2022-03-26 11:37:28,Completed,Debit Card,2.95
11634,3015,2023-12-10 22:44:15,Completed,Debit Card,15.52
11635,4804,2020-10-16 02:21:58,Completed,PayPal,3.31
11636,455,2024-01-30 05:13:06,Completed,Credit Card,5.49
11637,4746,2020-09-22 01:47:51,Completed,PayPal,5.86
11638,4384,2021-02-06 19:14:52,Completed,Apple Pay,10.08
11639,2308,2023-05-17 01:27:58,Returned,Credit Card,23.55
11640,1084,2021-10-19 07:11:05,Completed,Google Pay,8.79
11641,2163,2023-02-13 23:26:41,Completed,Debit Card,22.41
11642,4679,2020-12-13 07:23:07,Returned,Debit Card,11.04
11643,86,2023-07-07 22:42:19,Completed,Apple Pay,11.04
11644,1784,2020-07-06 06:20:22,Completed,Google Pay,24.06
11645,3776,2024-10-10 22:41:44,Completed,Credit Card,6.03
11646,1752,2022-03-04 06:33:33,Completed,Apple Pay,13.98
11647,1319,2020-06-07 01:00:10,Completed,Apple Pay,8.59
11648,1738,2024-10-15 16:40:44,Completed,Credit Card,20.42
11649,715,2024-12-13 19:36:55,Completed,Debit Card,13.73
11650,1296,2024-05-25 06:06:44,Completed,Google Pay,20.58
11651,4179,2021-10-16 19:56:35,Completed,PayPal,0.33
11652,1936,2024-04-03 13:44:13,Completed,PayPal,13.31
11653,2637,2022-11-21 11:46:17,Completed,Credit Card,9.08
11654,3205,2024-05-01 18:09:09,Completed,Credit Card,8.64
11655,710,2022-04-03 16:55:53,Returned,Apple Pay,3.33
11656,4115,2022-11-02 16:08:45,Completed,Apple Pay,19.24
11657,3334,2021-05-15 08:00:05,Cancelled,Credit Card,11.74
11658,3217,2021-05-18 11:50:21,Completed,Apple Pay,21.89
11659,1452,2022-08-20 09:29:12,Completed,Debit Card,20.45
11660,1009,2022-08-05 15:58:27,Completed,PayPal,21.79
11661,3355,2022-12-26 05:31:54,Completed,Credit Card,17.74
11662,2200,2023-11-06 12:46:16,Returned,PayPal,5.09
11663,287,2020-08-04 12:26:07,Completed,PayPal,6.49
11664,1741,2022-01-28 10:18:49,Completed,Google Pay,6.54
11665,2657,2022-06-01 02:28:45,Completed,PayPal,19.99
11666,732,2021-01-23 17:05:52,Completed,Debit Card,3.49
11667,4270,2024-04-11 02:25:21,Completed,PayPal,14.0
11668,1676,2020-09-02 03:22:57,Cancelled,Debit Card,24.3
11669,2932,2022-01-31 07:57:06,Completed,Credit Card,13.84
11670,4264,2021-12-28 15:28:34,Returned,Credit Card,24.93
11671,1246,2021-07-29 19:25:15,Completed,Debit Card,17.81
11672,1352,2022-08-17 06:41:06,Completed,Credit Card,20.24
11673,3496,2023-06-20 03:59:41,Completed,Google Pay,10.97
11674,3309,2024-07-06 04:46:44,Completed,Debit Card,17.42
11675,1302,2024-09-13 04:02:58,Completed,Debit Card,9.45
11676,3349,2023-10-25 00:38:18,Completed,PayPal,1.51
11677,151,2020-01-23 04:54:09,Completed,Google Pay,23.63
11678,3940,2024-02-24 08:27:02,Completed,Debit Card,8.19
11679,2406,2024-12-08 01:03:26,Completed,Apple Pay,4.63
11680,4897,2022-12-23 12:44:12,Completed,Google Pay,0.46
11681,945,2021-03-14 10:41:39,Completed,Credit Card,5.43
11682,2724,2021-08-09 21:36:41,Completed,Credit Card,2.95
11683,2770,2021-11-19 22:41:29,Completed,PayPal,17.11
11684,1627,2023-09-03 02:16:22,Completed,PayPal,9.72
11685,4764,2021-11-22 18:12:21,Completed,Apple Pay,1.54
11686,3896,2022-10-16 20:51:03,Completed,Apple Pay,7.46
11687,188,2021-10-16 02:15:28,Completed,Credit Card,6.7
11688,1438,2021-07-24 01:07:53,Completed,Credit Card,1.85
11689,2133,2022-10-23 18:32:30,Completed,Apple Pay,4.51
11690,2843,2023-03-11 00:27:07,Completed,PayPal,24.52
11691,1334,2020-11-09 06:04:45,Completed,Apple Pay,20.26
11692,4519,2022-10-04 18:57:53,Completed,PayPal,7.93
11693,1263,2023-04-18 22:47:17,Completed,Google Pay,7.13
11694,3010,2020-02-12 16:47:56,Completed,PayPal,24.17
11695,1709,2023-05-02 07:47:51,Completed,Credit Card,11.56
11696,1219,2024-10-07 12:55:44,Completed,Google Pay,7.05
11697,4737,2024-11-26 10:44:56,Completed,Debit Card,24.02
11698,4752,2021-04-10 08:27:46,Completed,Google Pay,15.86
11699,4580,2023-06-16 08:50:08,Completed,Apple Pay,12.64
11700,4329,2020-02-15 04:02:36,Completed,Credit Card,0.78
11701,2790,2021-07-13 07:38:29,Completed,Google Pay,8.61
11702,2553,2021-08-30 22:04:27,Completed,Credit Card,7.85
11703,1732,2023-08-14 04:44:16,Completed,Credit Card,23.71
11704,784,2023-09-04 16:54:03,Returned,Debit Card,16.32
11705,147,2023-12-01 17:35:31,Completed,Debit Card,12.42
11706,2136,2021-03-08 19:07:36,Completed,Credit Card,1.13
11707,2864,2020-06-13 11:46:56,Completed,Debit Card,16.25
11708,2407,2020-01-15 11:25:24,Completed,Apple Pay,14.25
11709,1858,2023-10-07 20:49:06,Completed,Apple Pay,18.35
11710,4200,2020-09-15 20:16:22,Completed,Credit Card,23.28
11711,4161,2023-02-21 19:48:36,Completed,Google Pay,2.51
11712,2852,2020-03-17 19:52:48,Completed,PayPal,21.61
11713,1399,2022-07-08 08:54:13,Completed,Google Pay,18.93
11714,4283,2022-05-27 22:54:43,Completed,Credit Card,7.71
11715,2518,2024-03-31 16:34:22,Completed,Credit Card,6.51
11716,4197,2024-05-28 23:04:39,Completed,Apple Pay,12.2
11717,4722,2022-12-21 03:18:25,Completed,Credit Card,8.08
11718,3282,2021-05-13 22:58:45,Completed,Debit Card,14.79
11719,1635,2023-11-18 01:35:32,Completed,Google Pay,0.85
11720,517,2023-05-21 10:24:29,Completed,Google Pay,13.09
11721,113,2022-08-15 09:31:39,Completed,Apple Pay,21.17
11722,1931,2021-12-14 19:57:00,Completed,Credit Card,19.52
11723,4767,2022-08-20 17:18:00,Completed,Apple Pay,19.36
11724,4886,2020-11-06 20:58:16,Completed,PayPal,2.56
11725,2576,2024-11-25 22:30:39,Completed,Debit Card,19.18
11726,4107,2022-07-27 05:10:07,Completed,Debit Card,11.68
11727,3114,2024-03-03 09:50:51,Completed,Apple Pay,6.95
11728,3551,2022-11-10 07:22:37,Completed,Debit Card,19.47
11729,2294,2023-06-21 23:51:30,Completed,Apple Pay,19.08
11730,3611,2024-09-22 20:16:49,Completed,PayPal,20.68
11731,1688,2023-10-09 05:07:08,Completed,Credit Card,9.45
11732,1938,2023-05-18 15:38:01,Completed,Credit Card,16.33
11733,931,2020-10-20 06:21:54,Completed,Apple Pay,20.13
11734,3024,2024-12-30 18:42:06,Completed,PayPal,24.76
11735,1133,2022-08-23 08:19:03,Completed,Credit Card,22.64
11736,964,2023-08-29 19:48:36,Completed,Google Pay,12.35
11737,4020,2024-08-28 10:54:35,Completed,Debit Card,7.86
11738,2032,2022-04-27 19:27:43,Completed,Debit Card,4.33
11739,720,2020-02-01 06:44:33,Completed,Credit Card,21.3
11740,222,2021-05-29 06:52:51,Completed,Google Pay,13.09
11741,961,2022-04-12 10:38:50,Completed,Google Pay,16.67
11742,554,2022-04-18 10:13:39,Completed,Credit Card,1.33
11743,736,2021-02-05 12:47:56,Completed,Credit Card,20.17
11744,3714,2022-08-07 04:02:27,Completed,Apple Pay,6.46
11745,4589,2020-10-16 16:45:55,Completed,PayPal,17.16
11746,4659,2023-09-17 04:52:54,Completed,Credit Card,24.85
11747,2246,2021-02-06 05:08:38,Completed,Debit Card,19.47
11748,463,2021-08-01 04:28:17,Completed,Credit Card,4.32
11749,2639,2024-08-01 16:35:07,Completed,Debit Card,6.57
11750,3915,2020-01-28 04:22:23,Cancelled,Google Pay,24.21
11751,4081,2020-05-14 05:13:06,Completed,Google Pay,4.51
11752,4239,2023-02-01 21:52:23,Completed,Apple Pay,6.73
11753,1582,2023-06-26 23:03:22,Completed,PayPal,4.09
11754,2249,2021-07-08 11:13:57,Completed,PayPal,16.97
11755,498,2021-06-19 02:55:22,Completed,Apple Pay,15.61
11756,886,2022-09-16 05:59:34,Completed,PayPal,9.96
11757,3575,2021-02-12 20:24:57,Completed,Credit Card,12.09
11758,1428,2024-11-11 05:53:32,Completed,Apple Pay,3.73
11759,1930,2020-12-26 19:40:26,Returned,Google Pay,16.2
11760,209,2024-04-29 16:53:21,Completed,Apple Pay,23.55
11761,1973,2021-10-08 12:01:03,Completed,PayPal,18.87
11762,2267,2022-12-24 16:07:29,Completed,Debit Card,14.55
11763,2949,2020-05-25 09:30:34,Completed,Google Pay,4.31
11764,167,2021-09-16 21:19:46,Completed,Google Pay,17.98
11765,2640,2023-04-24 18:30:48,Completed,Google Pay,12.54
11766,1134,2024-09-26 22:13:31,Completed,PayPal,6.96
11767,1259,2023-11-01 09:16:47,Completed,Google Pay,5.0
11768,1081,2023-03-22 01:40:19,Completed,Google Pay,24.24
11769,2261,2022-07-08 21:10:17,Completed,Credit Card,17.12
11770,2403,2023-11-23 07:45:27,Completed,Google Pay,1.38
11771,2346,2023-11-16 19:00:41,Completed,PayPal,2.05
11772,1921,2024-03-04 02:12:07,Completed,Google Pay,4.17
11773,147,2023-09-01 23:22:14,Completed,Credit Card,22.4
11774,1059,2022-02-13 00:15:42,Completed,Google Pay,3.66
11775,134,2020-02-12 20:15:23,Completed,Debit Card,14.85
11776,4394,2020-01-27 14:30:30,Completed,Apple Pay,15.95
11777,4525,2021-03-07 14:36:52,Completed,PayPal,10.55
11778,2569,2021-09-21 05:46:50,Cancelled,Credit Card,15.24
11779,1223,2021-07-16 07:04:33,Completed,Debit Card,3.02
11780,4211,2024-08-28 07:56:23,Completed,Credit Card,9.97
11781,172,2021-09-28 06:51:38,Completed,PayPal,20.49
11782,1779,2021-06-26 05:29:05,Completed,Debit Card,5.69
11783,4055,2021-03-22 06:24:17,Completed,Debit Card,7.62
11784,1133,2022-04-12 09:45:42,Completed,Credit Card,22.47
11785,3211,2020-06-28 21:22:43,Completed,Google Pay,5.36
11786,4302,2020-09-10 03:28:03,Completed,PayPal,18.94
11787,4786,2022-04-22 01:10:11,Completed,Google Pay,23.44
11788,1367,2021-05-24 18:48:22,Completed,Debit Card,17.14
11789,1570,2021-01-29 06:38:48,Completed,Debit Card,12.55
11790,2467,2023-08-13 08:15:11,Completed,Apple Pay,2.99
11791,4782,2024-10-27 20:00:45,Cancelled,Apple Pay,2.03
11792,4165,2020-10-18 10:35:07,Returned,Google Pay,10.0
11793,1202,2020-12-10 15:17:59,Cancelled,Debit Card,16.08
11794,3655,2022-09-15 00:18:12,Completed,Debit Card,2.02
11795,2130,2022-12-07 01:39:13,Completed,PayPal,20.64
11796,2109,2023-10-19 12:49:56,Completed,Debit Card,3.86
11797,229,2020-06-08 07:01:22,Completed,PayPal,24.76
11798,4034,2022-03-29 06:02:50,Completed,PayPal,4.13
11799,1435,2022-12-02 09:32:31,Completed,Google Pay,17.07
11800,3707,2021-09-15 08:48:34,Completed,Credit Card,5.46
11801,2074,2024-05-19 09:24:06,Completed,PayPal,16.19
11802,4299,2021-10-20 17:38:10,Completed,Apple Pay,21.0
11803,1822,2021-03-26 16:17:13,Cancelled,Credit Card,18.79
11804,428,2023-05-28 05:55:00,Completed,Credit Card,20.77
11805,4512,2022-02-04 22:03:35,Completed,Credit Card,15.98
11806,3725,2024-02-23 15:29:35,Completed,Debit Card,23.87
11807,3128,2024-02-09 13:58:53,Completed,PayPal,23.86
11808,2915,2024-12-11 20:12:09,Completed,Google Pay,11.04
11809,3986,2020-10-17 21:20:39,Cancelled,PayPal,11.7
11810,1920,2021-12-04 01:03:44,Returned,Debit Card,8.31
11811,1822,2024-04-07 05:31:30,Returned,Debit Card,12.47
11812,4832,2020-04-25 19:21:30,Completed,Debit Card,6.17
11813,4851,2022-06-23 04:10:13,Completed,Credit Card,8.16
11814,4868,2022-06-18 06:34:35,Completed,Apple Pay,9.5
11815,859,2021-06-08 08:20:10,Completed,Apple Pay,23.48
11816,4297,2021-01-07 04:51:32,Completed,Debit Card,18.58
11817,360,2023-12-04 13:44:59,Completed,Google Pay,15.8
11818,1268,2022-05-19 12:09:13,Completed,Google Pay,0.9
11819,4706,2023-01-02 06:34:02,Completed,Debit Card,4.0
11820,1089,2023-11-13 05:36:30,Completed,PayPal,10.67
11821,3686,2022-02-01 13:56:55,Completed,Apple Pay,3.78
11822,647,2024-01-18 14:12:04,Cancelled,Credit Card,1.59
11823,3656,2022-09-24 20:51:21,Completed,PayPal,8.32
11824,3207,2023-11-13 14:49:30,Cancelled,Apple Pay,21.81
11825,3932,2022-02-08 21:00:05,Completed,PayPal,2.8
11826,3430,2023-11-09 08:16:33,Completed,PayPal,21.66
11827,2134,2024-04-27 14:05:20,Completed,Google Pay,24.69
11828,4022,2021-01-21 16:47:06,Completed,Apple Pay,12.21
11829,4028,2024-06-01 14:44:40,Completed,Google Pay,1.31
11830,149,2021-05-29 19:33:10,Completed,PayPal,24.6
11831,4716,2021-02-25 03:14:20,Completed,Debit Card,16.86
11832,16,2020-01-31 03:49:31,Completed,Google Pay,5.36
11833,2480,2021-01-09 20:58:45,Completed,Google Pay,12.0
11834,987,2022-09-21 15:48:28,Completed,PayPal,19.75
11835,150,2021-08-31 20:48:14,Completed,Google Pay,15.63
11836,449,2021-12-14 23:48:12,Completed,Google Pay,23.58
11837,81,2021-08-14 11:18:44,Completed,PayPal,6.74
11838,864,2022-02-13 12:12:24,Completed,Apple Pay,18.39
11839,896,2021-04-14 03:56:51,Completed,Google Pay,9.23
11840,237,2022-04-20 14:46:41,Completed,Google Pay,22.48
11841,4469,2020-12-02 13:29:05,Completed,Google Pay,13.53
11842,2990,2024-10-21 20:45:34,Completed,Google Pay,11.56
11843,1132,2021-07-05 04:59:07,Completed,Google Pay,3.33
11844,3941,2024-06-19 16:28:32,Completed,Credit Card,15.55
11845,1174,2024-06-09 14:37:27,Completed,Debit Card,22.06
11846,4711,2024-08-03 04:11:38,Completed,Apple Pay,5.27
11847,4735,2020-10-19 11:48:24,Completed,Credit Card,10.49
11848,256,2022-05-08 20:23:44,Completed,Apple Pay,20.76
11849,4603,2023-07-12 13:24:57,Completed,Debit Card,22.69
11850,1824,2024-08-13 13:18:33,Completed,Credit Card,21.29
11851,4742,2020-07-28 09:48:21,Completed,Google Pay,18.86
11852,4468,2023-05-05 18:52:24,Completed,Apple Pay,0.98
11853,3112,2024-07-28 20:59:59,Completed,Apple Pay,21.17
11854,2101,2022-04-26 19:58:23,Completed,PayPal,14.67
11855,984,2024-08-22 10:56:48,Completed,PayPal,2.05
11856,867,2022-12-01 19:32:19,Completed,PayPal,16.72
11857,3608,2021-06-28 14:17:22,Completed,PayPal,8.36
11858,3764,2021-12-11 02:17:34,Completed,Credit Card,18.41
11859,4130,2020-05-24 08:34:27,Completed,Google Pay,12.36
11860,2765,2024-04-12 06:25:42,Completed,PayPal,4.39
11861,1838,2020-02-21 06:20:38,Completed,Debit Card,4.03
11862,3895,2021-07-12 07:06:56,Completed,Apple Pay,17.28
11863,3051,2021-05-06 14:36:48,Completed,Credit Card,17.18
11864,1377,2024-02-22 12:45:13,Completed,Debit Card,6.03
11865,988,2022-04-07 16:40:08,Completed,Debit Card,7.18
11866,3163,2023-04-07 03:18:19,Completed,Debit Card,13.55
11867,3424,2023-12-06 10:09:38,Completed,Apple Pay,18.93
11868,4774,2023-09-26 10:59:19,Completed,Debit Card,11.63
11869,3819,2020-12-06 12:19:48,Completed,Google Pay,12.72
11870,2254,2023-06-19 17:21:32,Completed,Credit Card,8.81
11871,2468,2023-05-09 08:08:45,Completed,PayPal,15.96
11872,3608,2022-06-08 22:21:46,Completed,Credit Card,15.34
11873,4410,2021-12-22 15:05:30,Completed,PayPal,17.27
11874,4375,2023-09-18 15:08:25,Completed,Google Pay,12.6
11875,769,2023-08-19 22:50:50,Completed,PayPal,18.92
11876,3282,2021-05-06 18:47:21,Completed,Google Pay,3.15
11877,765,2024-03-25 16:34:53,Completed,Apple Pay,18.8
11878,3192,2020-03-01 09:43:26,Cancelled,PayPal,6.04
11879,4891,2020-01-07 06:50:50,Completed,Google Pay,22.75
11880,700,2020-02-09 22:02:28,Completed,Credit Card,0.8
11881,3858,2024-08-06 01:13:10,Completed,Debit Card,24.32
11882,958,2024-05-29 15:48:05,Completed,Debit Card,18.31
11883,1666,2024-01-20 17:48:33,Completed,PayPal,1.77
11884,4424,2024-02-14 19:29:07,Cancelled,Credit Card,5.19
11885,1503,2021-07-31 18:55:11,Completed,PayPal,1.41
11886,4221,2020-10-01 19:48:48,Completed,Google Pay,4.97
11887,1230,2021-05-14 21:19:42,Completed,Apple Pay,24.32
11888,2116,2022-06-23 09:53:28,Completed,PayPal,6.63
11889,2868,2022-05-31 02:13:00,Cancelled,PayPal,22.8
11890,1314,2023-10-10 11:47:54,Completed,Google Pay,22.84
11891,4913,2021-06-26 18:08:24,Completed,PayPal,7.07
11892,3588,2023-11-29 06:39:52,Completed,Credit Card,11.39
11893,195,2023-06-21 17:26:54,Returned,Apple Pay,13.95
11894,3682,2024-11-01 02:47:26,Completed,Google Pay,18.64
11895,1030,2020-01-18 20:06:10,Completed,Apple Pay,3.02
11896,3870,2023-08-26 01:53:23,Completed,Google Pay,24.34
11897,1355,2021-08-16 15:19:54,Completed,Apple Pay,9.4
11898,4595,2021-02-10 17:32:06,Completed,PayPal,24.42
11899,4957,2021-09-26 18:03:12,Completed,Credit Card,13.62
11900,4242,2024-03-14 00:35:07,Completed,Google Pay,0.73
11901,574,2021-07-03 06:14:13,Returned,Google Pay,24.57
