shipment_id,order_id,shipped_date,delivered_date,carrier
2770,2901,2022-03-08,2022-03-12,USPS
2771,2902,2022-03-09,2022-03-13,Canada Post
2772,2903,2024-01-10,2024-01-16,Canada Post
2773,2904,2021-09-18,2021-09-25,FedEx
2774,2905,2023-08-18,2023-08-23,Canada Post
2775,2906,2022-09-18,2022-09-25,Canada Post
2776,2908,2021-08-30,2021-09-03,UPS
2777,2909,2022-04-16,2022-04-17,DHL
2778,2910,2023-07-06,2023-07-16,UPS
2779,2911,2020-06-02,2020-06-06,UPS
2780,2912,2021-11-29,2021-12-01,UPS
2781,2913,2020-08-05,2020-08-10,DHL
2782,2914,2020-02-07,2020-02-09,USPS
2783,2915,2024-01-20,2024-01-28,USPS
2784,2916,2024-02-25,2024-03-05,UPS
2785,2917,2021-04-19,2021-04-26,Canada Post
2786,2918,2023-01-31,2023-02-03,FedEx
2787,2919,2020-02-11,2020-02-18,USPS
2788,2920,2023-12-14,2023-12-19,FedEx
2789,2921,2024-03-11,2024-03-17,UPS
2790,2922,2024-11-17,2024-11-21,DHL
2791,2923,2024-11-20,2024-11-28,Canada Post
2792,2924,2024-12-21,2024-12-31,FedEx
2793,2925,2020-01-04,2020-01-07,USPS
2794,2926,2022-04-22,2022-04-30,FedEx
2795,2927,2021-12-30,2022-01-04,Canada Post
2796,2928,2021-03-15,2021-03-22,FedEx
2797,2929,2023-12-27,2024-01-04,UPS
2798,2930,2020-05-09,2020-05-16,UPS
2799,2931,2023-12-04,2023-12-09,UPS
2800,2932,2023-12-06,2023-12-08,DHL
2801,2933,2022-08-18,2022-08-25,USPS
2802,2934,2022-04-11,2022-04-12,UPS
2803,2935,2020-01-17,2020-01-25,UPS
2804,2937,2022-05-08,2022-05-16,USPS
2805,2938,2022-01-31,2022-02-02,FedEx
2806,2940,2022-05-24,2022-05-30,FedEx
2807,2941,2022-06-27,2022-07-06,DHL
2808,2942,2021-08-24,2021-08-26,UPS
2809,2943,2021-10-30,2021-11-01,Canada Post
2810,2944,2020-10-07,2020-10-08,Canada Post
2811,2945,2022-07-05,2022-07-12,USPS
2812,2946,2022-11-25,2022-11-29,UPS
2813,2947,2020-03-13,2020-03-14,FedEx
2814,2948,2021-02-22,2021-02-23,UPS
2815,2949,2024-01-13,2024-01-18,USPS
2816,2950,2024-12-06,2024-12-13,UPS
2817,2951,2021-12-11,2021-12-14,USPS
2818,2952,2020-06-29,2020-07-09,DHL
2819,2953,2022-09-14,2022-09-16,USPS
2820,2954,2023-10-26,2023-11-04,UPS
2821,2955,2022-05-25,2022-05-29,USPS
2822,2956,2022-10-02,2022-10-05,DHL
2823,2957,2023-08-02,2023-08-07,Canada Post
2824,2958,2024-06-22,2024-06-28,Canada Post
2825,2959,2024-08-11,2024-08-14,Canada Post
2826,2961,2024-12-16,2024-12-25,FedEx
2827,2964,2021-06-08,2021-06-12,USPS
2828,2965,2024-04-19,2024-04-23,Canada Post
2829,2966,2023-07-04,2023-07-12,UPS
2830,2967,2020-02-26,2020-03-01,FedEx
2831,2968,2022-01-11,2022-01-17,UPS
2832,2969,2021-07-19,2021-07-26,FedEx
2833,2970,2020-04-01,2020-04-11,Canada Post
2834,2971,2024-08-27,2024-09-06,USPS
2835,2972,2024-08-06,2024-08-15,Canada Post
2836,2973,2024-05-10,2024-05-16,Canada Post
2837,2974,2024-03-01,2024-03-11,Canada Post
2838,2975,2020-04-23,2020-05-03,Canada Post
2839,2976,2021-02-14,2021-02-15,UPS
2840,2977,2024-09-19,2024-09-25,DHL
2841,2978,2021-12-23,2021-12-28,Canada Post
2842,2979,2023-09-18,2023-09-26,Canada Post
2843,2980,2020-05-24,2020-06-02,USPS
2844,2981,2023-08-01,2023-08-04,USPS
2845,2982,2023-07-14,2023-07-18,FedEx
2846,2983,2021-08-20,2021-08-30,Canada Post
2847,2985,2021-06-15,2021-06-21,UPS
2848,2986,2022-11-27,2022-12-05,DHL
2849,2987,2023-09-28,2023-10-05,UPS
2850,2988,2024-06-19,2024-06-24,UPS
2851,2989,2024-05-25,2024-05-28,FedEx
2852,2990,2022-04-03,2022-04-10,USPS
2853,2991,2024-07-28,2024-08-02,UPS
2854,2992,2022-08-30,2022-09-08,UPS
2855,2993,2020-06-11,2020-06-21,UPS
2856,2994,2022-09-30,2022-10-03,DHL
2857,2995,2023-10-16,2023-10-20,UPS
2858,2996,2024-07-21,2024-07-24,FedEx
2859,2997,2024-12-18,2024-12-21,USPS
2860,2998,2023-10-19,2023-10-22,DHL
2861,2999,2021-12-23,2021-12-26,Canada Post
2862,3000,2023-01-14,2023-01-24,FedEx
2863,3001,2023-07-05,2023-07-12,DHL
2864,3002,2020-03-22,2020-04-01,USPS
2865,3003,2023-08-25,2023-09-03,USPS
2866,3004,2023-09-05,2023-09-13,DHL
2867,3005,2024-01-30,2024-02-02,USPS
2868,3006,2021-10-14,2021-10-18,UPS
2869,3007,2023-02-16,2023-02-17,Canada Post
2870,3008,2021-04-05,2021-04-15,UPS
2871,3009,2023-05-08,2023-05-09,DHL
2872,3010,2020-04-29,2020-05-02,DHL
2873,3011,2022-10-27,2022-11-01,Canada Post
2874,3012,2021-05-25,2021-05-29,UPS
2875,3013,2020-10-09,2020-10-13,Canada Post
2876,3014,2020-08-07,2020-08-10,USPS
2877,3015,2024-08-02,2024-08-03,FedEx
2878,3016,2020-03-18,2020-03-21,UPS
2879,3017,2022-06-30,2022-07-01,Canada Post
2880,3018,2023-04-26,2023-05-03,USPS
2881,3019,2024-11-16,2024-11-17,Canada Post
2882,3020,2024-02-25,2024-02-29,DHL
2883,3021,2020-12-27,2021-01-04,DHL
2884,3022,2022-11-16,2022-11-26,DHL
2885,3023,2020-08-26,2020-08-28,DHL
2886,3024,2024-10-21,2024-10-31,DHL
2887,3025,2020-11-07,2020-11-14,DHL
2888,3026,2022-05-01,2022-05-07,DHL
2889,3027,2022-03-07,2022-03-17,UPS
2890,3028,2023-11-01,2023-11-05,DHL
2891,3029,2021-01-24,2021-01-26,Canada Post
2892,3030,2021-09-21,2021-09-27,DHL
2893,3031,2022-12-16,2022-12-21,Canada Post
2894,3032,2023-04-12,2023-04-22,FedEx
2895,3033,2023-07-20,2023-07-28,UPS
2896,3034,2023-03-22,2023-03-30,UPS
2897,3035,2020-01-06,2020-01-07,Canada Post
2898,3036,2022-01-20,2022-01-23,UPS
2899,3037,2021-02-23,2021-02-25,FedEx
2900,3038,2022-04-18,2022-04-22,UPS
2901,3039,2020-08-16,2020-08-25,FedEx
2902,3040,2024-09-17,2024-09-22,DHL
2903,3041,2023-01-20,2023-01-28,UPS
2904,3042,2024-01-16,2024-01-24,DHL
2905,3043,2021-04-12,2021-04-14,UPS
2906,3044,2021-01-11,2021-01-17,UPS
2907,3045,2021-10-23,2021-10-30,Canada Post
2908,3046,2020-07-15,2020-07-18,USPS
2909,3047,2023-01-30,2023-02-09,USPS
2910,3048,2023-03-21,2023-03-26,Canada Post
2911,3050,2021-11-12,2021-11-18,UPS
2912,3051,2023-04-01,2023-04-07,USPS
2913,3052,2024-12-20,2024-12-24,USPS
2914,3053,2023-09-25,2023-10-02,UPS
2915,3054,2020-10-18,2020-10-27,Canada Post
2916,3055,2021-11-08,2021-11-17,Canada Post
2917,3056,2022-11-05,2022-11-06,Canada Post
2918,3057,2022-04-24,2022-05-02,USPS
2919,3058,2024-09-06,2024-09-12,USPS
2920,3059,2024-07-16,2024-07-23,USPS
2921,3060,2022-07-28,2022-08-06,Canada Post
2922,3061,2020-07-26,2020-08-04,FedEx
2923,3062,2023-03-23,2023-03-27,Canada Post
2924,3063,2022-06-27,2022-06-30,DHL
2925,3064,2023-01-16,2023-01-24,UPS
2926,3065,2023-11-25,2023-12-04,Canada Post
2927,3066,2022-09-13,2022-09-19,USPS
2928,3067,2022-06-22,2022-06-29,DHL
2929,3068,2022-01-29,2022-02-03,Canada Post
2930,3069,2023-08-17,2023-08-19,FedEx
2931,3070,2024-07-03,2024-07-04,DHL
2932,3071,2020-11-10,2020-11-15,UPS
2933,3072,2020-09-28,2020-10-02,FedEx
2934,3073,2022-10-09,2022-10-12,USPS
2935,3074,2021-12-14,2021-12-19,DHL
2936,3075,2021-06-18,2021-06-22,FedEx
2937,3076,2024-02-18,2024-02-23,DHL
2938,3077,2020-11-01,2020-11-04,FedEx
2939,3079,2022-10-27,2022-11-02,FedEx
2940,3080,2024-09-01,2024-09-05,UPS
2941,3081,2024-12-02,2024-12-09,FedEx
2942,3083,2020-02-12,2020-02-21,USPS
2943,3084,2021-08-31,2021-09-09,FedEx
2944,3085,2023-09-07,2023-09-09,Canada Post
2945,3086,2020-03-02,2020-03-06,FedEx
2946,3087,2021-06-10,2021-06-16,Canada Post
2947,3088,2022-06-21,2022-06-22,USPS
2948,3089,2024-02-01,2024-02-05,FedEx
2949,3091,2021-03-17,2021-03-27,FedEx
2950,3092,2023-08-14,2023-08-17,UPS
2951,3094,2022-05-16,2022-05-20,DHL
2952,3095,2021-12-23,2021-12-27,FedEx
2953,3096,2020-05-31,2020-06-07,USPS
2954,3097,2020-10-27,2020-10-30,DHL
2955,3098,2020-12-19,2020-12-28,Canada Post
2956,3099,2021-10-14,2021-10-18,DHL
2957,3100,2021-12-08,2021-12-14,UPS
2958,3101,2023-03-27,2023-03-31,UPS
2959,3102,2022-01-26,2022-02-01,Canada Post
2960,3103,2022-06-02,2022-06-07,USPS
2961,3104,2021-08-03,2021-08-11,DHL
2962,3105,2023-10-11,2023-10-21,USPS
2963,3106,2022-04-01,2022-04-08,Canada Post
2964,3107,2021-08-23,2021-08-27,UPS
2965,3108,2024-12-21,2024-12-26,USPS
2966,3109,2024-01-11,2024-01-15,FedEx
2967,3110,2024-09-07,2024-09-12,USPS
2968,3111,2021-12-24,2022-01-01,Canada Post
2969,3112,2022-11-06,2022-11-08,UPS
2970,3113,2023-02-28,2023-03-05,UPS
2971,3114,2022-04-15,2022-04-23,FedEx
2972,3116,2020-07-10,2020-07-20,FedEx
2973,3117,2022-07-22,2022-08-01,USPS
2974,3118,2021-11-11,2021-11-12,DHL
2975,3119,2023-02-27,2023-02-28,UPS
2976,3120,2022-04-22,2022-04-23,Canada Post
2977,3121,2021-12-29,2022-01-06,UPS
2978,3122,2023-06-20,2023-06-29,USPS
2979,3123,2024-09-10,2024-09-13,UPS
2980,3124,2022-06-22,2022-06-25,Canada Post
2981,3125,2024-03-19,2024-03-29,Canada Post
2982,3126,2022-11-23,2022-12-02,UPS
2983,3127,2023-07-26,2023-08-01,DHL
2984,3129,2023-06-30,2023-07-04,DHL
2985,3130,2022-02-05,2022-02-09,Canada Post
2986,3131,2023-05-11,2023-05-18,UPS
2987,3132,2024-01-05,2024-01-06,Canada Post
2988,3133,2024-08-27,2024-09-04,UPS
2989,3134,2021-11-29,2021-12-05,DHL
2990,3135,2024-05-20,2024-05-21,FedEx
2991,3137,2024-01-16,2024-01-17,DHL
2992,3138,2021-06-03,2021-06-09,UPS
2993,3139,2024-07-26,2024-07-31,USPS
2994,3140,2024-09-16,2024-09-23,Canada Post
2995,3141,2023-04-19,2023-04-26,FedEx
2996,3142,2021-02-15,2021-02-25,Canada Post
2997,3143,2021-09-05,2021-09-06,DHL
2998,3144,2023-05-18,2023-05-22,USPS
2999,3145,2021-03-24,2021-03-25,DHL
3000,3147,2021-09-30,2021-10-08,USPS
3001,3148,2021-03-10,2021-03-20,FedEx
3002,3149,2022-07-27,2022-07-31,UPS
3003,3150,2022-03-26,2022-03-28,Canada Post
3004,3151,2020-12-11,2020-12-14,USPS
3005,3152,2022-07-01,2022-07-03,UPS
3006,3153,2023-11-07,2023-11-13,Canada Post
3007,3154,2021-12-02,2021-12-06,UPS
3008,3155,2020-12-14,2020-12-18,DHL
3009,3156,2020-12-01,2020-12-06,FedEx
3010,3157,2020-03-26,2020-04-02,FedEx
3011,3159,2020-04-19,2020-04-20,DHL
3012,3160,2022-04-25,2022-04-27,USPS
3013,3161,2024-02-08,2024-02-18,UPS
3014,3162,2024-07-18,2024-07-25,USPS
3015,3163,2024-08-24,2024-08-28,FedEx
3016,3164,2020-08-11,2020-08-20,UPS
3017,3165,2020-04-29,2020-05-09,FedEx
3018,3166,2020-10-15,2020-10-22,UPS
3019,3167,2024-12-02,2024-12-04,Canada Post
3020,3168,2020-03-20,2020-03-27,FedEx
3021,3169,2020-05-05,2020-05-08,Canada Post
3022,3170,2023-07-22,2023-07-30,Canada Post
3023,3171,2020-04-12,2020-04-22,UPS
3024,3172,2020-05-05,2020-05-10,UPS
3025,3173,2021-09-15,2021-09-16,USPS
3026,3174,2022-07-29,2022-08-03,UPS
3027,3175,2020-07-06,2020-07-13,DHL
3028,3176,2023-08-19,2023-08-27,FedEx
3029,3177,2020-10-30,2020-11-09,DHL
3030,3178,2020-11-06,2020-11-09,DHL
3031,3179,2020-07-03,2020-07-06,UPS
3032,3181,2021-09-24,2021-10-02,USPS
3033,3182,2024-12-19,2024-12-28,FedEx
3034,3183,2021-02-28,2021-03-02,USPS
3035,3184,2021-05-17,2021-05-27,Canada Post
3036,3185,2022-06-21,2022-06-22,FedEx
3037,3186,2023-12-02,2023-12-10,Canada Post
3038,3187,2020-08-24,2020-08-25,UPS
3039,3188,2024-01-25,2024-01-31,Canada Post
3040,3189,2022-07-05,2022-07-15,FedEx
3041,3190,2022-01-12,2022-01-16,FedEx
3042,3191,2020-04-29,2020-05-05,DHL
3043,3192,2023-03-23,2023-03-27,DHL
3044,3193,2021-06-11,2021-06-16,Canada Post
3045,3194,2022-12-21,2022-12-23,Canada Post
3046,3195,2022-01-08,2022-01-10,Canada Post
3047,3196,2022-10-27,2022-11-03,USPS
3048,3197,2021-08-02,2021-08-07,DHL
3049,3198,2022-03-01,2022-03-06,FedEx
3050,3199,2021-07-04,2021-07-08,Canada Post
3051,3200,2020-01-07,2020-01-16,Canada Post
3052,3201,2024-02-22,2024-02-27,Canada Post
3053,3202,2024-12-22,2024-12-28,USPS
3054,3203,2024-06-10,2024-06-11,FedEx
3055,3204,2023-08-20,2023-08-26,USPS
3056,3205,2024-11-08,2024-11-13,Canada Post
3057,3206,2020-04-10,2020-04-12,DHL
3058,3207,2023-09-09,2023-09-19,DHL
3059,3208,2021-10-10,2021-10-12,UPS
3060,3209,2022-07-12,2022-07-19,DHL
3061,3210,2023-10-25,2023-11-02,DHL
3062,3211,2023-06-14,2023-06-21,Canada Post
3063,3212,2023-06-12,2023-06-21,FedEx
3064,3213,2020-01-28,2020-01-29,Canada Post
3065,3214,2020-09-16,2020-09-20,FedEx
3066,3215,2020-12-11,2020-12-12,DHL
3067,3216,2024-05-03,2024-05-11,USPS
3068,3217,2020-05-08,2020-05-17,USPS
3069,3218,2020-01-19,2020-01-20,UPS
3070,3219,2023-06-27,2023-06-28,FedEx
3071,3220,2020-11-07,2020-11-12,DHL
3072,3222,2024-04-09,2024-04-17,DHL
3073,3223,2021-03-10,2021-03-18,FedEx
3074,3224,2021-07-21,2021-07-25,DHL
3075,3225,2020-02-12,2020-02-17,FedEx
3076,3226,2021-05-02,2021-05-10,UPS
3077,3227,2022-07-14,2022-07-23,DHL
3078,3228,2020-05-03,2020-05-09,UPS
3079,3229,2020-12-26,2020-12-27,DHL
3080,3230,2020-12-27,2020-12-31,Canada Post
3081,3231,2022-09-08,2022-09-13,UPS
3082,3232,2021-04-01,2021-04-05,USPS
3083,3233,2021-02-14,2021-02-15,USPS
3084,3234,2022-06-22,2022-07-02,FedEx
3085,3235,2024-03-02,2024-03-07,UPS
3086,3236,2023-12-13,2023-12-20,USPS
3087,3237,2024-08-09,2024-08-11,DHL
3088,3238,2022-07-23,2022-07-31,FedEx
3089,3239,2022-01-24,2022-01-29,FedEx
3090,3241,2022-03-29,2022-04-03,Canada Post
3091,3243,2024-09-07,2024-09-11,Canada Post
3092,3244,2024-09-23,2024-09-27,UPS
3093,3246,2020-03-18,2020-03-23,USPS
3094,3247,2020-12-25,2021-01-01,DHL
3095,3248,2022-02-18,2022-02-23,USPS
3096,3249,2024-11-27,2024-11-30,UPS
3097,3250,2024-09-14,2024-09-20,FedEx
3098,3251,2023-03-02,2023-03-03,USPS
3099,3252,2024-08-20,2024-08-25,FedEx
3100,3253,2023-07-30,2023-08-09,USPS
3101,3254,2020-06-01,2020-06-05,UPS
3102,3255,2024-06-03,2024-06-08,FedEx
3103,3256,2020-02-19,2020-02-26,UPS
3104,3258,2021-12-27,2022-01-06,Canada Post
3105,3259,2023-10-16,2023-10-25,USPS
3106,3260,2021-03-23,2021-04-02,FedEx
3107,3261,2023-07-27,2023-07-29,FedEx
3108,3262,2024-09-11,2024-09-20,Canada Post
3109,3263,2020-03-06,2020-03-14,UPS
3110,3264,2023-05-24,2023-05-25,USPS
3111,3265,2022-07-11,2022-07-16,Canada Post
3112,3266,2021-07-18,2021-07-27,FedEx
3113,3267,2024-07-10,2024-07-17,DHL
3114,3268,2021-03-15,2021-03-21,UPS
3115,3269,2024-05-14,2024-05-22,UPS
3116,3270,2020-09-06,2020-09-15,FedEx
3117,3272,2020-12-02,2020-12-11,USPS
3118,3273,2023-11-25,2023-11-27,Canada Post
3119,3274,2020-04-03,2020-04-04,DHL
3120,3275,2024-10-16,2024-10-18,FedEx
3121,3276,2021-05-30,2021-06-08,FedEx
3122,3277,2021-10-23,2021-10-25,DHL
3123,3278,2022-06-26,2022-07-02,USPS
3124,3280,2024-06-25,2024-06-27,DHL
3125,3281,2020-03-04,2020-03-13,UPS
3126,3282,2021-07-27,2021-08-05,Canada Post
3127,3283,2021-05-07,2021-05-09,UPS
3128,3284,2021-03-12,2021-03-22,USPS
3129,3285,2023-06-20,2023-06-30,USPS
3130,3286,2021-01-09,2021-01-19,UPS
3131,3287,2021-07-05,2021-07-12,FedEx
3132,3288,2024-01-18,2024-01-19,FedEx
3133,3289,2023-01-09,2023-01-19,USPS
3134,3290,2021-12-21,2021-12-24,Canada Post
3135,3291,2022-07-29,2022-08-01,DHL
3136,3292,2020-01-26,2020-01-31,USPS
3137,3294,2022-01-18,2022-01-25,UPS
3138,3295,2024-02-29,2024-03-02,FedEx
3139,3296,2020-07-10,2020-07-11,Canada Post
3140,3297,2021-07-26,2021-08-01,FedEx
3141,3298,2020-11-09,2020-11-18,USPS
3142,3299,2023-03-17,2023-03-18,UPS
3143,3300,2024-05-20,2024-05-30,DHL
3144,3301,2022-08-21,2022-08-22,UPS
3145,3302,2021-03-20,2021-03-22,DHL
3146,3303,2021-11-06,2021-11-13,DHL
3147,3304,2023-04-13,2023-04-18,Canada Post
3148,3305,2020-08-25,2020-08-30,USPS
3149,3306,2023-10-07,2023-10-15,DHL
3150,3307,2020-02-12,2020-02-16,UPS
3151,3308,2021-09-04,2021-09-14,DHL
3152,3309,2020-09-08,2020-09-09,USPS
3153,3311,2021-07-07,2021-07-16,FedEx
3154,3312,2020-07-31,2020-08-01,UPS
3155,3313,2021-05-17,2021-05-23,DHL
3156,3315,2020-07-09,2020-07-19,UPS
3157,3316,2020-12-19,2020-12-26,DHL
3158,3317,2023-10-08,2023-10-15,UPS
3159,3318,2023-08-21,2023-08-28,Canada Post
3160,3319,2021-04-17,2021-04-19,FedEx
3161,3320,2024-08-04,2024-08-09,Canada Post
3162,3321,2021-03-04,2021-03-06,Canada Post
3163,3322,2022-06-06,2022-06-14,UPS
3164,3323,2024-03-29,2024-03-31,UPS
3165,3324,2022-08-28,2022-09-05,Canada Post
3166,3326,2024-11-10,2024-11-16,Canada Post
3167,3327,2022-01-29,2022-02-07,UPS
3168,3328,2023-09-24,2023-10-04,USPS
3169,3329,2023-03-30,2023-04-03,FedEx
3170,3330,2024-02-01,2024-02-05,UPS
3171,3331,2024-03-07,2024-03-10,Canada Post
3172,3332,2023-07-10,2023-07-19,DHL
3173,3333,2021-10-16,2021-10-24,UPS
3174,3334,2020-11-04,2020-11-08,UPS
3175,3335,2023-04-19,2023-04-20,UPS
3176,3336,2023-05-05,2023-05-14,Canada Post
3177,3337,2021-11-20,2021-11-26,UPS
3178,3338,2024-02-28,2024-03-08,DHL
3179,3339,2022-12-10,2022-12-19,DHL
3180,3340,2024-02-29,2024-03-10,USPS
3181,3341,2023-04-18,2023-04-25,Canada Post
3182,3342,2022-03-22,2022-03-24,FedEx
3183,3343,2023-08-16,2023-08-17,Canada Post
3184,3344,2022-06-15,2022-06-19,DHL
3185,3345,2022-08-11,2022-08-12,DHL
3186,3346,2020-01-19,2020-01-24,USPS
3187,3347,2023-07-28,2023-08-01,USPS
3188,3348,2020-12-08,2020-12-18,DHL
3189,3349,2023-08-04,2023-08-08,USPS
3190,3350,2024-03-11,2024-03-13,DHL
3191,3351,2022-09-23,2022-09-25,Canada Post
3192,3352,2021-10-31,2021-11-10,FedEx
3193,3353,2021-03-09,2021-03-16,UPS
3194,3355,2020-01-16,2020-01-17,FedEx
3195,3356,2022-06-30,2022-07-06,DHL
3196,3357,2022-06-12,2022-06-21,DHL
3197,3358,2023-12-14,2023-12-24,USPS
3198,3359,2022-06-24,2022-06-30,FedEx
3199,3360,2021-12-20,2021-12-23,UPS
3200,3361,2022-07-01,2022-07-09,USPS
3201,3362,2022-01-25,2022-01-27,USPS
3202,3363,2020-06-26,2020-07-03,USPS
3203,3364,2022-09-13,2022-09-15,FedEx
3204,3365,2024-02-29,2024-03-06,DHL
3205,3366,2020-02-10,2020-02-15,USPS
3206,3367,2021-03-14,2021-03-17,FedEx
3207,3368,2020-12-21,2020-12-31,UPS
3208,3369,2020-03-28,2020-04-02,DHL
3209,3370,2022-06-28,2022-07-08,Canada Post
3210,3371,2023-04-21,2023-04-27,DHL
3211,3372,2021-09-24,2021-10-04,Canada Post
3212,3373,2023-08-08,2023-08-10,DHL
3213,3374,2020-03-12,2020-03-17,DHL
3214,3375,2023-06-13,2023-06-18,Canada Post
3215,3377,2022-03-02,2022-03-08,USPS
3216,3378,2021-02-17,2021-02-24,Canada Post
3217,3379,2023-07-29,2023-08-03,UPS
3218,3380,2020-12-24,2020-12-27,Canada Post
3219,3381,2020-10-18,2020-10-27,UPS
3220,3382,2020-06-05,2020-06-15,FedEx
3221,3383,2022-06-28,2022-07-02,UPS
3222,3384,2024-07-08,2024-07-12,FedEx
3223,3385,2021-11-07,2021-11-09,DHL
3224,3386,2020-04-24,2020-05-02,FedEx
3225,3387,2020-07-09,2020-07-17,USPS
3226,3388,2020-07-22,2020-08-01,DHL
3227,3389,2022-11-23,2022-11-26,UPS
3228,3390,2021-08-20,2021-08-25,Canada Post
3229,3391,2022-05-07,2022-05-08,FedEx
3230,3392,2022-08-24,2022-08-29,Canada Post
3231,3393,2020-06-05,2020-06-14,USPS
3232,3394,2020-11-16,2020-11-19,Canada Post
3233,3395,2023-03-31,2023-04-02,Canada Post
3234,3396,2023-11-04,2023-11-07,USPS
3235,3397,2020-04-26,2020-04-28,USPS
3236,3399,2021-10-01,2021-10-08,DHL
3237,3400,2020-10-19,2020-10-20,USPS
3238,3401,2023-08-13,2023-08-18,UPS
3239,3402,2020-09-25,2020-10-04,FedEx
3240,3404,2021-09-22,2021-09-30,DHL
3241,3405,2024-01-23,2024-01-25,UPS
3242,3406,2022-11-04,2022-11-07,DHL
3243,3407,2022-03-08,2022-03-17,USPS
3244,3408,2022-12-17,2022-12-22,FedEx
3245,3409,2024-08-25,2024-08-31,UPS
3246,3410,2022-02-12,2022-02-13,UPS
3247,3411,2021-05-24,2021-05-31,Canada Post
3248,3412,2021-03-19,2021-03-23,FedEx
3249,3413,2022-11-09,2022-11-10,UPS
3250,3414,2024-08-07,2024-08-11,FedEx
3251,3415,2024-09-01,2024-09-05,UPS
3252,3416,2020-01-19,2020-01-24,USPS
3253,3417,2022-11-28,2022-12-06,UPS
3254,3418,2021-07-13,2021-07-21,USPS
3255,3419,2024-10-10,2024-10-17,Canada Post
3256,3420,2023-02-27,2023-03-02,Canada Post
3257,3421,2024-05-29,2024-06-06,USPS
3258,3422,2020-12-01,2020-12-11,FedEx
3259,3423,2023-12-23,2023-12-24,UPS
3260,3424,2024-07-25,2024-07-28,DHL
3261,3425,2020-01-27,2020-02-02,FedEx
3262,3426,2024-09-24,2024-10-03,FedEx
3263,3427,2023-12-29,2024-01-01,FedEx
3264,3428,2021-01-15,2021-01-19,FedEx
3265,3429,2021-02-06,2021-02-14,FedEx
3266,3430,2021-09-10,2021-09-12,DHL
3267,3431,2020-01-31,2020-02-08,USPS
3268,3432,2020-08-15,2020-08-22,DHL
3269,3433,2021-03-13,2021-03-22,FedEx
3270,3434,2024-02-27,2024-03-01,USPS
3271,3435,2022-12-19,2022-12-27,FedEx
3272,3436,2023-12-31,2024-01-02,USPS
3273,3437,2021-01-09,2021-01-18,USPS
3274,3438,2020-12-03,2020-12-11,FedEx
3275,3439,2023-09-16,2023-09-24,Canada Post
3276,3440,2023-11-16,2023-11-24,DHL
3277,3441,2023-03-21,2023-03-24,FedEx
3278,3442,2022-06-15,2022-06-22,Canada Post
3279,3443,2021-04-23,2021-04-30,UPS
3280,3444,2021-03-07,2021-03-12,Canada Post
3281,3445,2021-09-06,2021-09-07,FedEx
3282,3446,2021-02-02,2021-02-06,DHL
3283,3447,2022-01-29,2022-01-30,FedEx
3284,3448,2020-03-07,2020-03-17,FedEx
3285,3449,2022-01-29,2022-02-03,USPS
3286,3451,2020-12-22,2020-12-31,FedEx
3287,3452,2020-04-29,2020-05-01,Canada Post
3288,3453,2021-04-17,2021-04-20,USPS
3289,3454,2020-04-13,2020-04-18,FedEx
3290,3455,2024-11-15,2024-11-16,UPS
3291,3456,2022-11-10,2022-11-20,USPS
3292,3457,2021-09-23,2021-09-29,FedEx
3293,3458,2024-04-06,2024-04-16,USPS
3294,3459,2021-08-05,2021-08-15,USPS
3295,3460,2024-01-11,2024-01-18,Canada Post
3296,3461,2023-04-13,2023-04-19,UPS
3297,3462,2023-07-12,2023-07-16,USPS
3298,3463,2021-04-30,2021-05-05,UPS
3299,3464,2024-03-19,2024-03-25,UPS
3300,3465,2023-08-09,2023-08-11,DHL
3301,3466,2021-03-21,2021-03-28,DHL
3302,3467,2022-04-01,2022-04-03,DHL
3303,3468,2021-02-03,2021-02-11,FedEx
3304,3469,2021-03-19,2021-03-27,DHL
3305,3470,2020-09-27,2020-10-06,Canada Post
3306,3471,2020-02-24,2020-02-25,Canada Post
3307,3472,2024-10-08,2024-10-18,DHL
3308,3473,2024-03-22,2024-03-28,Canada Post
3309,3474,2020-06-30,2020-07-06,UPS
3310,3475,2023-08-02,2023-08-08,UPS
3311,3476,2020-02-09,2020-02-10,DHL
3312,3477,2020-04-27,2020-05-03,FedEx
3313,3478,2021-12-31,2022-01-04,Canada Post
3314,3479,2020-12-23,2020-12-26,Canada Post
3315,3480,2024-07-14,2024-07-16,FedEx
3316,3481,2022-11-09,2022-11-12,Canada Post
3317,3482,2021-07-13,2021-07-21,Canada Post
3318,3483,2020-06-04,2020-06-12,Canada Post
3319,3484,2023-07-24,2023-07-28,Canada Post
3320,3485,2023-05-09,2023-05-17,Canada Post
3321,3486,2024-05-09,2024-05-11,USPS
3322,3487,2023-08-31,2023-09-06,Canada Post
3323,3488,2022-08-03,2022-08-04,FedEx
3324,3489,2023-11-27,2023-12-06,DHL
3325,3490,2020-08-19,2020-08-24,Canada Post
3326,3491,2024-09-04,2024-09-12,UPS
3327,3492,2020-01-27,2020-01-31,USPS
3328,3494,2020-10-24,2020-10-27,UPS
3329,3495,2022-08-17,2022-08-23,Canada Post
3330,3496,2021-12-28,2022-01-03,Canada Post
3331,3497,2020-04-04,2020-04-11,Canada Post
3332,3498,2023-08-22,2023-08-24,DHL
3333,3499,2024-05-05,2024-05-14,UPS
3334,3500,2024-07-07,2024-07-15,UPS
3335,3501,2023-06-25,2023-06-27,DHL
3336,3502,2023-01-19,2023-01-21,USPS
